12847.187193 4.866E-29 1.793E-02 2790.8417
12848.943885 4.696E-29 1.716E-02 2789.0850
12849.566270 2.900E-31 6.313E-08 1246.4493
12858.256218 9.952E-29 1.804E-02 2629.6458
12860.030407 9.574E-29 1.721E-02 2627.8716
12868.927763 1.917E-28 1.816E-02 2479.6492
12870.719592 1.838E-28 1.727E-02 2477.8574
12871.388080 6.000E-31 6.419E-08 1083.4335
12879.203619 3.477E-28 1.830E-02 2340.8764
12881.013264 3.319E-28 1.732E-02 2339.0667
12889.085363 5.929E-28 1.845E-02 2213.3501
12890.913050 5.629E-28 1.737E-02 2211.5224
12892.859360 1.150E-30 6.430E-08  931.7433
12898.574360 9.492E-28 1.863E-02 2097.0913
12899.260968 4.211E-29 2.239E-02 2956.3693
12900.420384 8.956E-28 1.743E-02 2095.2453
12900.876614 4.119E-29 2.174E-02 2954.7537
12907.671759 1.424E-27 1.884E-02 1992.1189
12909.536518 1.333E-27 1.748E-02 1990.2542
12913.221492 1.373E-28 2.245E-02 2703.8684
12913.979820 2.110E-30 6.567E-08  791.4032
12914.854071 1.341E-28 2.176E-02 2702.2358
12916.378499 1.997E-27 1.910E-02 1898.4502
12918.262550 1.852E-27 1.755E-02 1896.5662
12924.695302 2.609E-27 1.942E-02 1816.1005
12926.599465 2.389E-27 1.762E-02 1814.1963
12926.783009 4.233E-28 2.251E-02 2462.4308
12928.432561 4.130E-28 2.179E-02 2460.7812
12932.622680 3.160E-27 1.985E-02 1745.0832
12934.548237 2.844E-27 1.771E-02 1743.1576
12934.748950 3.620E-30 6.692E-08  662.4359
12939.949105 1.234E-27 2.258E-02 2232.0957
12940.160930 3.522E-27 2.047E-02 1685.4100
12941.615675 1.202E-27 2.182E-02 2230.4292
12942.110059 3.093E-27 1.782E-02 1683.4608
12947.310136 3.565E-27 2.145E-02 1637.0905
12949.287021 3.014E-27 1.797E-02 1635.1137
12952.723123 3.397E-27 2.264E-02 2012.9006
12954.070167 3.202E-27 2.328E-02 1600.1329
12954.406761 3.304E-27 2.184E-02 2011.2170
12955.166060 5.860E-30 6.880E-08  544.8622
12956.084590 2.532E-27 1.823E-02 1598.1184
12960.440683 2.418E-27 2.797E-02 1574.5429
12962.526313 1.650E-27 1.890E-02 1572.4573
12965.108162 8.838E-27 2.271E-02 1804.8810
12966.421806 1.296E-27 7.001E-02 1560.3249
12966.808930 8.579E-27 2.187E-02 1803.1802
12974.658663 6.486E-28 7.017E-03 1560.3249
12975.230270 8.830E-30 7.063E-08  438.7010
12976.543778 1.505E-27 1.614E-02 1558.4398
12977.107088 2.170E-26 2.278E-02 1608.0705
12978.825055 2.102E-26 2.189E-02 1606.3526
12979.660093 1.817E-27 1.171E-02 1574.5429
12981.616474 2.630E-27 1.680E-02 1572.5865
12984.267824 2.674E-27 1.352E-02 1600.1329
12986.261834 3.404E-27 1.705E-02 1598.1388
12988.480340 3.130E-27 1.449E-02 1637.0905
12988.722531 5.029E-26 2.287E-02 1422.5012
12990.457779 4.860E-26 2.192E-02 1420.7660
12990.502232 3.749E-27 1.720E-02 1635.0686
12992.295912 3.182E-27 1.510E-02 1685.4100
12994.341536 3.680E-27 1.729E-02 1683.3643
12994.940550 1.250E-29 7.341E-08  343.9694
12995.712598 2.911E-27 1.551E-02 1745.0832
12997.779808 3.289E-27 1.736E-02 1743.0160
12998.728241 2.437E-27 1.582E-02 1816.1005
12999.956891 1.099E-25 2.296E-02 1248.2031
13000.815789 2.708E-27 1.740E-02 1814.0129
13001.340473 1.884E-27 1.604E-02 1898.4502
13001.709517 1.059E-25 2.195E-02 1246.4505
13002.186330 1.440E-30 2.978E-07 1245.9725
13003.447572 2.069E-27 1.744E-02 1896.3431
13003.546710 1.355E-27 1.623E-02 1992.1189
13005.344156 9.092E-28 1.637E-02 2097.0913
13005.672837 1.474E-27 1.748E-02 1989.9928
13006.729803 5.711E-28 1.649E-02 2213.3501
13007.488946 9.817E-28 1.750E-02 2094.9465
13007.700427 3.366E-28 1.660E-02 2340.8764
13008.086740 4.763E-29 1.681E-02 2790.8417
13008.252593 1.864E-28 1.668E-02 2479.6492
13008.382652 9.708E-29 1.675E-02 2629.6458
13008.892995 6.130E-28 1.752E-02 2211.1869
13009.881829 3.594E-28 1.754E-02 2338.6950
13010.322043 5.031E-29 1.757E-02 2788.6064
13010.452061 1.982E-28 1.755E-02 2477.4497
13010.600078 1.029E-28 1.757E-02 2627.4284
13010.812342 2.263E-25 2.307E-02 1085.2044
13012.582464 2.174E-25 2.198E-02 1083.4343
13013.023940 2.970E-30 2.996E-07 1082.9921
13014.295770 1.630E-29 7.625E-08  260.6825
13021.290834 4.388E-25 2.318E-02  933.5315
13023.078597 4.200E-25 2.200E-02  931.7438
13023.484510 5.780E-30 3.022E-07  931.3374
13031.394096 8.005E-25 2.332E-02  793.2090
13033.199679 7.629E-25 2.204E-02  791.4034
13033.294790 1.970E-29 8.052E-08  188.8531
13033.569740 1.060E-29 3.056E-07  791.0332
13041.123637 1.372E-24 2.347E-02  664.2596
13042.947271 1.301E-24 2.207E-02  662.4360
13043.281090 1.820E-29 3.082E-07  662.1021
13050.480752 2.207E-24 2.366E-02  546.7042
13051.936720 2.190E-29 8.754E-08  128.4921
13052.322739 2.079E-24 2.210E-02  544.8622
13052.619820 2.940E-29 3.121E-07  544.5651
13059.466520 3.324E-24 2.389E-02  440.5617
13061.327268 3.108E-24 2.214E-02  438.7010
13061.586940 4.440E-29 3.159E-07  438.4414
13068.081811 4.679E-24 2.418E-02  345.8494
13069.961892 4.332E-24 2.219E-02  343.9694
13070.183200 6.270E-29 3.208E-07  343.7481
13070.221590 2.180E-29 9.953E-08   79.6070
13076.327282 6.131E-24 2.455E-02  262.5826
13078.227537 5.605E-24 2.224E-02  260.6824
13078.409100 8.240E-29 3.267E-07  260.5009
13084.203384 7.445E-24 2.506E-02  190.7748
13086.125129 6.690E-24 2.232E-02  188.8530
13086.264810 1.004E-28 3.347E-07  188.7134
13088.152930 1.870E-29 1.285E-07   42.2001
13091.710358 8.312E-24 2.581E-02  130.4375
13093.655833 7.287E-24 2.242E-02  128.4920
13093.750120 1.123E-28 3.453E-07  128.3978
13098.848243 8.426E-24 2.701E-02   81.5805
13100.821748 7.110E-24 2.258E-02   79.6069
13100.864130 1.140E-28 3.619E-07   79.5646
13105.616870 7.573E-24 2.927E-02   44.2117
13105.752880 1.140E-29 3.461E-07   16.2529
13107.604610 1.023E-28 3.917E-07   42.2240
13107.628463 5.974E-24 2.287E-02   42.2001
13112.015868 5.721E-24 3.513E-02   18.3371
13113.965440 7.650E-29 4.654E-07   16.3876
13114.100185 3.888E-24 2.364E-02   16.2528
13118.044661 3.066E-24 8.786E-02    3.9610
13119.921450 3.590E-29 1.020E-06    2.0843
13126.391964 1.531E-24 8.786E-03    3.9610
13128.268754 3.566E-24 2.028E-02    2.0842
13130.353050 4.090E-30 2.304E-08    0.0000
13131.491402 4.282E-24 1.465E-02   18.3371
13133.440971 6.209E-24 2.105E-02   16.3876
13133.575720 5.120E-29 1.735E-07   16.2529
13136.217029 6.289E-24 1.691E-02   44.2117
13138.204770 8.013E-24 2.134E-02   42.2239
13138.228620 8.090E-29 2.154E-07   42.2001
13140.567357 7.338E-24 1.810E-02   81.5805
13142.540860 9.660E-29 2.361E-07   79.6070
13142.583244 8.797E-24 2.149E-02   79.5646
13144.540696 7.437E-24 1.884E-02  130.4375
13146.486170 9.890E-29 2.483E-07  128.4921
13146.580459 8.603E-24 2.159E-02  128.3977
13147.744290 6.090E-30 1.930E-08    2.0843
13148.135152 6.776E-24 1.935E-02  190.7748
13148.420908 4.004E-29 2.117E-02 2956.3693
13150.056900 9.090E-29 2.572E-07  188.8531
13150.196583 7.658E-24 2.165E-02  188.7133
13150.791663 4.170E-29 2.180E-02 2953.9986
13151.348626 5.646E-24 1.971E-02  262.5826
13151.761924 1.306E-28 2.116E-02 2703.8684
13153.248880 7.620E-29 2.637E-07  260.6825
13153.430440 6.277E-24 2.170E-02  260.5008
13154.115067 1.361E-28 2.181E-02 2701.5152
13154.178813 4.344E-24 1.998E-02  345.8494
13154.659092 4.026E-28 2.113E-02 2462.4308
13156.058890 5.880E-29 2.681E-07  343.9694
13156.280200 4.772E-24 2.174E-02  343.7481
13156.623203 3.105E-24 2.020E-02  440.5617
13156.994619 4.204E-28 2.182E-02 2460.0953
13157.118058 1.174E-27 2.111E-02 2232.0957
13158.483950 4.210E-29 2.715E-07  438.7010
13158.679074 2.071E-24 2.037E-02  546.7042
13158.743620 3.379E-24 2.176E-02  438.4413
13159.144227 3.232E-27 2.107E-02 2012.9006
13159.435962 1.227E-27 2.183E-02 2229.7778
13160.343498 1.292E-24 2.051E-02  664.2596
13160.521060 2.820E-29 2.750E-07  544.8622
13160.742763 8.404E-27 2.103E-02 1804.8810
13160.818147 2.237E-24 2.178E-02  544.5651
13161.444496 3.384E-27 2.183E-02 2010.6003
13161.613332 7.559E-25 2.063E-02  793.2090
13161.918589 2.063E-26 2.099E-02 1608.0705
13162.167130 1.760E-29 2.770E-07  662.4359
13162.485220 4.153E-25 2.073E-02  933.5315
13162.500954 1.387E-24 2.179E-02  662.1022
13162.676399 4.777E-26 2.094E-02 1422.5012
13162.955591 2.145E-25 2.081E-02 1085.2044
13163.020655 1.043E-25 2.088E-02 1248.2031
13163.025375 8.818E-27 2.183E-02 1802.5984
13163.418920 1.030E-29 2.787E-07  791.4032
13163.788973 8.075E-25 2.181E-02  791.0334
13164.041130 1.400E-29 3.301E-08   16.3876
13164.183518 2.169E-26 2.183E-02 1605.8056
13164.272980 5.680E-30 2.811E-07  931.7433
13164.678897 4.417E-25 2.182E-02  931.3379
13164.725710 2.930E-30 2.819E-07 1083.4335
13164.773280 1.420E-30 2.819E-07 1246.4493
13164.923607 5.035E-26 2.184E-02 1420.2540
13165.167191 2.274E-25 2.183E-02 1082.9928
13165.250091 1.102E-25 2.183E-02 1245.9737
13179.923880 1.980E-29 4.058E-08   42.2240
13195.413580 2.270E-29 4.526E-08   79.5646
13210.512230 2.280E-29 4.853E-08  128.3978
13225.217930 2.070E-29 5.103E-08  188.7134
13239.527440 1.720E-29 5.294E-08  260.5009
